date,mall_name,region,visitors,sales_clothing,sales_restaurants,sales_cosmetics,sales_electronics
21/09/2019,Mall A,Center,1593,81234,50557,35604,51653
21/09/2019,Mall B,North,859,137677,49866,42367,11031
21/09/2019,Mall C,South,1600,137217,23821,46075,22637
22/09/2019,Mall A,Center,1011,24522,70135,49320,40018
22/09/2019,Mall B,North,665,87342,41352,47873,27467
22/09/2019,Mall C,South,1595,62861,35101,24117,48224
23/09/2019,Mall A,Center,1097,98295,17237,5744,28872
23/09/2019,Mall B,North,1175,29982,25322,40484,37913
23/09/2019,Mall C,South,1202,79956,78765,15293,32738
24/09/2019,Mall A,Center,1519,39370,35841,33607,14330
24/09/2019,Mall B,North,553,113453,31936,9553,14334
24/09/2019,Mall C,South,1301,110088,46092,39314,13332
25/09/2019,Mall A,Center,1880,86003,26900,12711,44253
25/09/2019,Mall B,North,1371,90458,12007,7353,64987
25/09/2019,Mall C,South,1144,120165,29377,39930,39869
26/09/2019,Mall A,Center,1757,123067,38510,8810,28272
26/09/2019,Mall B,North,1388,50199,65120,41542,15541
26/09/2019,Mall C,South,1220,132546,17787,40369,47045
27/09/2019,Mall A,Center,1315,139967,23368,22657,30639
27/09/2019,Mall B,North,1766,47151,71354,37271,20661
27/09/2019,Mall C,South,675,42828,39235,9581,51772
28/09/2019,Mall A,Center,1002,57343,37950,29427,10060
28/09/2019,Mall B,North,1580,52424,60736,26195,57841
28/09/2019,Mall C,South,1808,29835,41863,36326,31106
29/09/2019,Mall A,Center,926,98073,31828,13873,28177
29/09/2019,Mall B,North,729,45295,64110,24651,14622
29/09/2019,Mall C,South,754,33980,48897,25651,34951
30/09/2019,Mall A,Center,1177,49629,78792,38244,41130
30/09/2019,Mall B,North,1360,57071,51645,26541,30815
30/09/2019,Mall C,South,1433,109754,13116,32144,63465
01/10/2019,Mall A,Center,1132,125989,42639,16459,63757
01/10/2019,Mall B,North,910,100075,13998,22058,57675
01/10/2019,Mall C,South,1799,21232,62919,49412,41068
02/10/2019,Mall A,Center,1155,106560,28979,49965,18836
02/10/2019,Mall B,North,1939,22610,31818,38020,50303
02/10/2019,Mall C,South,1318,79299,30158,19032,42177
03/10/2019,Mall A,Center,1194,20241,58125,8352,15965
03/10/2019,Mall B,North,1277,89805,10418,18559,19599
03/10/2019,Mall C,South,1683,21590,44850,41422,22164
04/10/2019,Mall A,Center,737,148322,44191,10311,68782
04/10/2019,Mall B,North,640,54391,20450,46187,39969
04/10/2019,Mall C,South,1912,145220,20104,32070,32883
05/10/2019,Mall A,Center,849,101404,78336,18090,62876
05/10/2019,Mall B,North,1660,116468,65027,13141,41655
05/10/2019,Mall C,South,1450,55050,36769,27372,63436
06/10/2019,Mall A,Center,739,70734,67918,46738,59226
06/10/2019,Mall B,North,1975,146006,43919,39027,62093
06/10/2019,Mall C,South,1229,116383,71125,49182,34113
07/10/2019,Mall A,Center,1316,88262,48334,8614,23829
07/10/2019,Mall B,North,1350,98067,27452,9456,66663
07/10/2019,Mall C,South,815,80400,69890,43717,39423
08/10/2019,Mall A,Center,1974,95080,49228,29862,64052
08/10/2019,Mall B,North,1645,24932,58883,21132,51726
08/10/2019,Mall C,South,1332,77529,58575,47158,36721
09/10/2019,Mall A,Center,832,113698,45509,5792,58651
09/10/2019,Mall B,North,1701,131121,19886,23239,30853
09/10/2019,Mall C,South,1704,124311,70094,6783,28465
10/10/2019,Mall A,Center,1105,118352,78168,18619,25479
10/10/2019,Mall B,North,513,115127,60016,42778,26650
10/10/2019,Mall C,South,1347,125201,38958,7528,62488
11/10/2019,Mall A,Center,528,43362,63806,34645,64353
11/10/2019,Mall B,North,1097,113544,45706,5320,59943
11/10/2019,Mall C,South,1901,119968,25921,24950,38155
12/10/2019,Mall A,Center,1369,32914,30878,32216,62090
12/10/2019,Mall B,North,1371,71081,30960,6414,41836
12/10/2019,Mall C,South,1292,130402,73392,43535,32292
14/10/2019,Mall A,Center,782,80022,54747,7865,27292
14/10/2019,Mall B,North,1539,54356,78368,17900,59102
14/10/2019,Mall C,South,648,64032,58267,43514,23161
15/10/2019,Mall A,Center,667,125998,39082,34249,41345
15/10/2019,Mall B,North,1846,26556,78262,36976,24537
15/10/2019,Mall C,South,925,24247,19416,9429,54389
16/10/2019,Mall A,Center,1307,149421,31738,38548,11357
16/10/2019,Mall B,North,1525,134512,13688,11633,12252
16/10/2019,Mall C,South,1827,47162,23842,35803,30616
17/10/2019,Mall A,Center,1829,49679,50284,28669,49196
17/10/2019,Mall B,North,1922,56474,53940,22897,10921
17/10/2019,Mall C,South,547,45472,29033,26308,58440
18/10/2019,Mall A,Center,732,28772,46544,32425,19283
18/10/2019,Mall B,North,1073,56781,63424,18650,31162
18/10/2019,Mall C,South,631,74686,57543,19043,39003
19/10/2019,Mall A,Center,1007,120683,66438,29628,31045
19/10/2019,Mall B,North,952,24312,43027,17220,39436
19/10/2019,Mall C,South,1759,135655,32019,19488,10177
20/10/2019,Mall A,Center,1829,28082,17366,5963,41204
20/10/2019,Mall B,North,1553,25076,66836,45868,27994
20/10/2019,Mall C,South,663,131610,35901,24874,41306
21/10/2019,Mall A,Center,953,114943,53845,44242,31239
21/10/2019,Mall B,North,508,85548,35494,26804,17341
21/10/2019,Mall C,South,1362,68697,28510,20400,43385
22/10/2019,Mall A,Center,1121,76390,10171,28131,28838
22/10/2019,Mall B,North,1056,139315,26745,26902,30923
22/10/2019,Mall C,South,1807,147096,13953,9410,41212
23/10/2019,Mall A,Center,1061,47837,18356,15005,24624
23/10/2019,Mall B,North,1560,52937,51771,7743,17363
23/10/2019,Mall C,South,996,129099,25090,24126,57948
24/10/2019,Mall A,Center,1709,134540,33458,23173,69148
24/10/2019,Mall B,North,1045,68659,32401,6992,65976
24/10/2019,Mall C,South,1063,70159,71978,7683,60841
25/10/2019,Mall A,Center,657,125676,38366,34188,48554
25/10/2019,Mall B,North,1036,109594,55986,23062,28672
25/10/2019,Mall C,South,1809,106117,65502,9222,57372
26/10/2019,Mall A,Center,1417,127136,74501,6475,19906
26/10/2019,Mall B,North,1023,33229,68641,47917,14821
26/10/2019,Mall C,South,670,53078,74762,24084,29344
27/10/2019,Mall A,Center,539,78614,10141,45340,13342
27/10/2019,Mall B,North,1251,45510,29484,47792,56356
27/10/2019,Mall C,South,1920,77849,41419,29920,11761
28/10/2019,Mall A,Center,1952,38467,37443,12320,15966
28/10/2019,Mall B,North,1665,126797,78815,29299,44157
28/10/2019,Mall C,South,1346,118064,13384,14664,53926
29/10/2019,Mall A,Center,701,47302,62705,49467,16876
29/10/2019,Mall B,North,1466,88004,78013,28087,69495
29/10/2019,Mall C,South,1510,69520,12395,33878,45575
30/10/2019,Mall A,Center,1536,126092,17845,41462,15780
30/10/2019,Mall B,North,1546,79996,64712,5007,37885
30/10/2019,Mall C,South,526,92330,22221,13986,47216
31/10/2019,Mall A,Center,1013,28615,26506,29083,40784
31/10/2019,Mall B,North,1090,25823,45687,47666,12309
31/10/2019,Mall C,South,1435,44455,57519,16788,28657
01/11/2019,Mall A,Center,1862,119552,37066,33979,20172
01/11/2019,Mall B,North,1356,89370,75979,28285,19507
01/11/2019,Mall C,South,1791,58914,50387,32478,64658
02/11/2019,Mall A,Center,1840,110800,10139,18312,54947
02/11/2019,Mall B,North,900,121368,33279,47279,24083
02/11/2019,Mall C,South,1410,117666,59847,7247,18998
03/11/2019,Mall A,Center,1533,58363,78005,35208,45502
03/11/2019,Mall B,North,1774,148227,54991,31109,23656
03/11/2019,Mall C,South,1904,33951,15145,10603,17605
04/11/2019,Mall A,Center,630,106752,77337,31687,69311
04/11/2019,Mall B,North,933,106370,75019,37066,43140
04/11/2019,Mall C,South,1948,113457,36678,47123,58422
05/11/2019,Mall A,Center,1797,140100,51974,19772,46810
05/11/2019,Mall B,North,713,36797,57191,30764,12899
05/11/2019,Mall C,South,1562,117388,34750,22756,20348
06/11/2019,Mall A,Center,1538,118242,49405,7015,26491
06/11/2019,Mall B,North,1414,94388,24087,49475,37261
06/11/2019,Mall C,South,1048,146953,39887,19145,54360
08/11/2019,Mall A,Center,1045,50718,30999,9251,19916
08/11/2019,Mall B,North,760,86736,25088,41464,30028
08/11/2019,Mall C,South,1869,147324,59045,48740,53988
09/11/2019,Mall A,Center,710,39381,45543,6702,58725
09/11/2019,Mall B,North,1337,110943,60665,44696,25735
09/11/2019,Mall C,South,958,149373,73895,9461,52012
10/11/2019,Mall A,Center,1727,49362,69989,8784,31252
10/11/2019,Mall B,North,898,82274,60825,5651,22185
10/11/2019,Mall C,South,1230,81707,41272,5530,25561
12/11/2019,Mall A,Center,1144,48220,16934,8294,18895
12/11/2019,Mall B,North,1622,80618,50173,40074,25446
12/11/2019,Mall C,South,505,59442,48729,12385,62842
13/11/2019,Mall A,Center,1270,38823,10594,36116,61030
13/11/2019,Mall B,North,1056,50275,56970,33909,30115
13/11/2019,Mall C,South,877,93739,44664,35531,54025
14/11/2019,Mall A,Center,1957,58645,74270,30317,47637
14/11/2019,Mall B,North,1851,48731,72052,33929,24005
14/11/2019,Mall C,South,518,41372,66994,8461,39456
15/11/2019,Mall A,Center,1013,56699,28878,37874,59064
15/11/2019,Mall B,North,796,121200,46479,31378,15130
15/11/2019,Mall C,South,1969,77082,18247,48532,53142
16/11/2019,Mall A,Center,724,50483,27161,49865,27620
16/11/2019,Mall B,North,1702,22397,26069,35720,44934
16/11/2019,Mall C,South,1879,33642,11699,25942,43607
17/11/2019,Mall A,Center,1647,137165,47826,25779,67949
17/11/2019,Mall B,North,1571,91693,60131,36827,55113
17/11/2019,Mall C,South,1446,141111,28837,46608,31291
18/11/2019,Mall A,Center,997,33958,20581,42593,66314
18/11/2019,Mall B,North,1641,35531,52935,7070,39305
18/11/2019,Mall C,South,536,139219,40661,37519,48146
19/11/2019,Mall A,Center,785,40137,77730,26996,52118
19/11/2019,Mall B,North,757,97211,19189,14598,16189
19/11/2019,Mall C,South,1973,114935,58578,10532,23601
20/11/2019,Mall A,Center,1866,85703,52449,5365,58637
20/11/2019,Mall B,North,1580,75495,12239,18587,29232
20/11/2019,Mall C,South,729,88009,12452,23069,50890
22/11/2019,Mall A,Center,1922,123160,75556,24219,26258
22/11/2019,Mall B,North,837,98140,53396,42156,16888
22/11/2019,Mall C,South,1005,106792,29022,23932,57018
24/11/2019,Mall A,Center,1550,69731,16277,40239,44051
24/11/2019,Mall B,North,1404,82008,78283,38850,53364
24/11/2019,Mall C,South,627,90152,39380,42065,45967
25/11/2019,Mall A,Center,1481,88914,53675,34041,11420
25/11/2019,Mall B,North,1882,143058,74649,14908,55434
25/11/2019,Mall C,South,669,117555,27183,14398,11551
26/11/2019,Mall A,Center,1327,42101,45339,12058,67790
26/11/2019,Mall B,North,1714,90668,13584,15537,45579
26/11/2019,Mall C,South,539,138877,16336,13348,47924
27/11/2019,Mall A,Center,1585,75595,60587,46990,18917
27/11/2019,Mall B,North,965,74870,20884,13624,48431
27/11/2019,Mall C,South,1679,81404,56216,39892,50410
28/11/2019,Mall A,Center,671,76254,52694,40468,51401
28/11/2019,Mall B,North,1846,100822,65409,19669,47872
28/11/2019,Mall C,South,1361,83558,33113,44300,24403
29/11/2019,Mall A,Center,805,43725,58534,47956,40428
29/11/2019,Mall B,North,1857,111979,16031,30654,40736
29/11/2019,Mall C,South,1199,94975,53116,37296,44158
30/11/2019,Mall A,Center,1764,142961,11785,6781,65381
30/11/2019,Mall B,North,1809,86134,40356,15106,23871
30/11/2019,Mall C,South,835,88756,67147,20525,39538
01/12/2019,Mall A,Center,1623,132456,54303,20280,15736
01/12/2019,Mall B,North,1149,30026,66166,12027,51249
01/12/2019,Mall C,South,1503,42169,36735,35661,21739
02/12/2019,Mall A,Center,975,58073,11761,31848,43139
02/12/2019,Mall B,North,1492,69725,23493,25787,65324
02/12/2019,Mall C,South,911,22889,13115,10840,30090
03/12/2019,Mall A,Center,1807,88281,32335,33718,32976
03/12/2019,Mall B,North,596,42996,61973,38618,36595
03/12/2019,Mall C,South,707,98040,24384,15347,15922
04/12/2019,Mall A,Center,1367,74946,31576,35891,69684
04/12/2019,Mall B,North,811,54573,13334,34738,48960
04/12/2019,Mall C,South,1391,63403,73157,34588,37144
05/12/2019,Mall A,Center,862,65847,51084,36402,55336
05/12/2019,Mall B,North,878,118722,11030,42998,15061
05/12/2019,Mall C,South,776,80909,63127,46083,49905
06/12/2019,Mall A,Center,1824,69041,49457,44788,48652
06/12/2019,Mall B,North,587,38938,60899,18435,29084
06/12/2019,Mall C,South,1906,103345,35419,45374,29136
07/12/2019,Mall A,Center,1236,89261,29072,42623,68664
07/12/2019,Mall B,North,607,33208,28340,8232,59360
07/12/2019,Mall C,South,589,75899,66199,19373,33022
08/12/2019,Mall A,Center,1132,132273,51543,37179,27962
08/12/2019,Mall B,North,981,125444,66400,21002,58708
08/12/2019,Mall C,South,1008,20287,60547,36341,41391
09/12/2019,Mall A,Center,868,104144,43231,23879,67512
09/12/2019,Mall B,North,1887,143786,77784,37781,48185
09/12/2019,Mall C,South,529,63081,35697,37351,69928
10/12/2019,Mall A,Center,1513,66314,34283,23771,15213
10/12/2019,Mall B,North,501,121302,54673,40208,39927
10/12/2019,Mall C,South,1232,98888,56174,29630,31494
11/12/2019,Mall A,Center,1812,29111,17357,19170,10973
11/12/2019,Mall B,North,801,43084,60309,49762,56710
11/12/2019,Mall C,South,634,129370,36821,9125,43087
12/12/2019,Mall A,Center,1226,132771,76756,38990,28933
12/12/2019,Mall B,North,1843,94462,64016,11239,35000
12/12/2019,Mall C,South,813,47043,14035,48964,27538
13/12/2019,Mall A,Center,708,130781,40580,32063,14924
13/12/2019,Mall B,North,525,44986,66692,21619,42108
13/12/2019,Mall C,South,979,42874,71650,34625,41701
14/12/2019,Mall A,Center,1207,23440,45559,48659,48265
14/12/2019,Mall B,North,1691,144069,64344,14899,54073
14/12/2019,Mall C,South,1967,115260,58529,18939,57124
15/12/2019,Mall A,Center,771,82915,22051,26088,59924
15/12/2019,Mall B,North,1257,88406,18049,49123,36730
15/12/2019,Mall C,South,1884,112111,22442,47773,38478
16/12/2019,Mall A,Center,1548,49736,42889,26856,10889
16/12/2019,Mall B,North,781,83521,11687,6837,31770
16/12/2019,Mall C,South,587,72971,62144,41538,43403
17/12/2019,Mall A,Center,1779,133937,47095,33344,36606
17/12/2019,Mall B,North,1035,131288,47912,9634,37417
17/12/2019,Mall C,South,1304,66210,33891,8907,16789
18/12/2019,Mall A,Center,1637,125168,71935,33874,26976
18/12/2019,Mall B,North,1548,51800,20628,17736,43945
18/12/2019,Mall C,South,1544,108250,52115,43717,36487
19/12/2019,Mall A,Center,681,143975,16308,29669,25749
19/12/2019,Mall B,North,1714,79786,57854,35660,26758
19/12/2019,Mall C,South,1149,32576,49659,22485,68950
20/12/2019,Mall A,Center,1026,142560,18693,32678,61999
20/12/2019,Mall B,North,1895,100622,77182,12286,10073
20/12/2019,Mall C,South,1984,51616,44800,42960,25056
21/12/2019,Mall A,Center,1051,138734,18933,15307,55515
21/12/2019,Mall B,North,1710,92675,77960,29126,30221
21/12/2019,Mall C,South,703,91766,19584,19563,12178
22/12/2019,Mall A,Center,773,77112,10636,10203,29781
22/12/2019,Mall B,North,1284,48086,35085,39544,30679
22/12/2019,Mall C,South,1013,50969,10301,42276,47389
23/12/2019,Mall A,Center,931,57043,32223,30474,63786
23/12/2019,Mall B,North,588,72279,39168,32859,46567
23/12/2019,Mall C,South,755,107415,74666,7153,50173
24/12/2019,Mall A,Center,1979,94060,79743,41968,26576
24/12/2019,Mall B,North,662,139836,66719,16540,58528
24/12/2019,Mall C,South,1635,84730,41532,38013,43188
25/12/2019,Mall A,Center,1239,139327,21929,9928,21070
25/12/2019,Mall B,North,1069,99185,54344,16931,50177
25/12/2019,Mall C,South,1718,97925,49034,13505,15860
26/12/2019,Mall A,Center,786,84516,62840,43936,30798
26/12/2019,Mall B,North,1278,104630,19427,14390,20744
26/12/2019,Mall C,South,1244,74033,43606,5931,14829
27/12/2019,Mall A,Center,1715,73284,29728,38254,60834
27/12/2019,Mall B,North,816,70408,29472,13766,49746
27/12/2019,Mall C,South,1031,135286,15662,33158,51893
28/12/2019,Mall A,Center,775,141092,29361,28984,31853
28/12/2019,Mall B,North,1319,112091,31736,24727,63644
28/12/2019,Mall C,South,1031,59883,50092,42012,46171
29/12/2019,Mall A,Center,637,136748,78752,10094,44805
29/12/2019,Mall B,North,1682,26610,45396,36208,29417
29/12/2019,Mall C,South,1387,79684,26338,48776,34242
31/12/2019,Mall A,Center,1794,52572,31622,20428,10884
31/12/2019,Mall B,North,873,116360,36299,21718,42873
31/12/2019,Mall C,South,1821,145967,54071,8095,36230
01/01/2020,Mall A,Center,1726,115480,17382,8649,51025
01/01/2020,Mall B,North,1312,90565,50265,36145,62907
01/01/2020,Mall C,South,1567,74400,36868,30955,52514
02/01/2020,Mall A,Center,532,35007,28152,24651,18759
02/01/2020,Mall B,North,1113,31108,43692,26874,19386
02/01/2020,Mall C,South,1385,103518,40264,14510,19955
03/01/2020,Mall A,Center,1904,95049,43810,17924,17607
03/01/2020,Mall B,North,1975,84590,22423,43037,16525
03/01/2020,Mall C,South,1595,102599,20449,38769,21050
04/01/2020,Mall A,Center,1742,97331,68692,25770,64887
04/01/2020,Mall B,North,758,27255,11257,37225,42494
04/01/2020,Mall C,South,991,39730,54651,21676,11894
05/01/2020,Mall A,Center,1074,78215,27927,5665,59044
05/01/2020,Mall B,North,1586,133895,55979,36733,57842
05/01/2020,Mall C,South,742,139224,22931,25170,68510
07/01/2020,Mall A,Center,816,130807,10713,6165,44768
07/01/2020,Mall B,North,1796,77849,42995,6577,25909
07/01/2020,Mall C,South,769,68211,19910,42212,51504
08/01/2020,Mall A,Center,1108,27027,36208,6026,17941
08/01/2020,Mall B,North,1181,57217,29132,45577,54860
08/01/2020,Mall C,South,597,85233,36451,49964,22407
09/01/2020,Mall A,Center,985,97533,74818,25538,48268
09/01/2020,Mall B,North,1955,87307,32747,44829,36932
09/01/2020,Mall C,South,1646,44668,65364,9446,40737
11/01/2020,Mall A,Center,712,101667,30471,38296,54965
11/01/2020,Mall B,North,1947,66583,10723,6763,60686
11/01/2020,Mall C,South,1342,34897,16173,39869,53240
12/01/2020,Mall A,Center,1462,124254,33135,28014,45914
12/01/2020,Mall B,North,694,67008,46621,17394,29986
12/01/2020,Mall C,South,1377,99135,20837,12636,50172
13/01/2020,Mall A,Center,1423,101151,72623,27352,48667
13/01/2020,Mall B,North,735,24144,77004,45783,58836
13/01/2020,Mall C,South,1128,100349,78514,44583,45766
14/01/2020,Mall A,Center,1530,97380,51880,21275,60425
14/01/2020,Mall B,North,1465,95625,27752,6430,36206
14/01/2020,Mall C,South,1739,133525,77067,11890,12519
15/01/2020,Mall A,Center,850,116862,61540,45738,24286
15/01/2020,Mall B,North,1331,24605,61405,15287,15037
15/01/2020,Mall C,South,892,80852,30487,13951,66772
16/01/2020,Mall A,Center,524,61154,17962,7637,25143
16/01/2020,Mall B,North,927,112026,44978,15952,16359
16/01/2020,Mall C,South,687,21528,32563,11290,21171
17/01/2020,Mall A,Center,621,144332,68851,37391,45636
17/01/2020,Mall B,North,1233,39951,76481,16809,69349
17/01/2020,Mall C,South,1635,30478,72452,16555,55752
18/01/2020,Mall A,Center,1679,125833,64359,23301,58243
18/01/2020,Mall B,North,839,73319,44655,44949,27045
18/01/2020,Mall C,South,1299,90320,59226,47319,67094
20/01/2020,Mall A,Center,1578,82637,48631,32627,62103
20/01/2020,Mall B,North,1421,63444,11971,24029,66577
20/01/2020,Mall C,South,1580,41711,31685,15136,68308
21/01/2020,Mall A,Center,1962,48521,61550,35317,20259
21/01/2020,Mall B,North,1824,102443,24604,46513,54672
21/01/2020,Mall C,South,855,91231,71565,40067,35312
22/01/2020,Mall A,Center,1884,122274,66924,35386,52550
22/01/2020,Mall B,North,901,134584,28735,30738,50687
22/01/2020,Mall C,South,1649,24455,61101,12887,61980
23/01/2020,Mall A,Center,751,133480,43508,45086,54083
23/01/2020,Mall B,North,1744,29608,73585,21336,11105
23/01/2020,Mall C,South,645,22894,74624,40676,57027
24/01/2020,Mall A,Center,1517,73316,16643,28576,54653
24/01/2020,Mall B,North,1938,44309,55817,42515,46616
24/01/2020,Mall C,South,1372,101707,12062,40280,49532
25/01/2020,Mall A,Center,1717,61607,22435,7335,11747
25/01/2020,Mall B,North,935,121257,47526,30330,12645
25/01/2020,Mall C,South,1096,107556,71038,25899,11271
26/01/2020,Mall A,Center,1196,103559,30734,10367,56280
26/01/2020,Mall B,North,970,80956,43694,6299,16232
26/01/2020,Mall C,South,772,99637,16644,44768,63893
27/01/2020,Mall A,Center,1331,49079,52954,39083,10967
27/01/2020,Mall B,North,1874,118004,34135,42835,61566
27/01/2020,Mall C,South,1520,93807,27965,19836,15402
28/01/2020,Mall A,Center,685,69746,31228,15522,54903
28/01/2020,Mall B,North,1701,76898,62337,32950,64451
28/01/2020,Mall C,South,885,53898,49391,24052,13374
29/01/2020,Mall A,Center,1196,107106,71559,25013,42353
29/01/2020,Mall B,North,1357,62657,57403,42210,55868
29/01/2020,Mall C,South,759,111804,76721,37280,20206
30/01/2020,Mall A,Center,1860,57280,46977,46806,43271
30/01/2020,Mall B,North,1840,21468,27002,11892,54050
30/01/2020,Mall C,South,1944,97129,74009,9713,19553
31/01/2020,Mall A,Center,596,128322,11976,25084,62036
31/01/2020,Mall B,North,1457,71074,60326,36273,65551
31/01/2020,Mall C,South,805,142308,26399,11573,28149
01/02/2020,Mall A,Center,1388,101215,78534,13269,61422
01/02/2020,Mall B,North,1936,128969,26496,15102,29842
01/02/2020,Mall C,South,1488,97501,73076,21146,12652
02/02/2020,Mall A,Center,1193,75843,42262,41702,47071
02/02/2020,Mall B,North,1128,40013,65001,14931,16886
02/02/2020,Mall C,South,1002,110847,21299,29512,19394
03/02/2020,Mall A,Center,1913,113856,16821,8024,59390
03/02/2020,Mall B,North,916,124035,59602,48737,15927
03/02/2020,Mall C,South,938,101081,13484,24560,30214
04/02/2020,Mall A,Center,1797,70693,23584,18701,13489
04/02/2020,Mall B,North,1227,46645,55750,7909,19272
04/02/2020,Mall C,South,1190,36581,18216,31436,39575
06/02/2020,Mall A,Center,1685,34899,49589,5930,62762
06/02/2020,Mall B,North,987,41151,58867,14722,56627
06/02/2020,Mall C,South,1434,105077,46992,20716,57476
07/02/2020,Mall A,Center,687,137064,26840,7534,14174
07/02/2020,Mall B,North,1119,68341,56864,25427,30695
07/02/2020,Mall C,South,1054,121323,44441,39778,21530
08/02/2020,Mall A,Center,667,124575,55120,16694,54023
08/02/2020,Mall B,North,1237,26447,70207,39635,15343
08/02/2020,Mall C,South,694,21631,64516,29593,11102
09/02/2020,Mall A,Center,1209,132174,38177,23889,27179
09/02/2020,Mall B,North,1085,128504,46025,5829,31411
09/02/2020,Mall C,South,890,69306,64650,14247,58638
10/02/2020,Mall A,Center,1728,63929,18251,47501,55846
10/02/2020,Mall B,North,1537,42606,54858,46002,65628
10/02/2020,Mall C,South,1969,106738,65017,6172,52313
12/02/2020,Mall A,Center,1694,145178,48218,47162,66746
12/02/2020,Mall B,North,1593,20334,58988,31253,61366
12/02/2020,Mall C,South,731,74991,79791,13038,11047
13/02/2020,Mall A,Center,803,57013,46696,35132,46386
13/02/2020,Mall B,North,1062,138543,20863,12380,13435
13/02/2020,Mall C,South,1495,83513,35590,34843,26591
14/02/2020,Mall A,Center,1576,66692,66701,36231,63167
14/02/2020,Mall B,North,1674,110815,36822,9646,48616
14/02/2020,Mall C,South,1704,32600,56567,40109,37959
16/02/2020,Mall A,Center,893,82916,72126,11318,20848
16/02/2020,Mall B,North,1425,143645,78855,35659,13544
16/02/2020,Mall C,South,1605,44152,36900,17871,13615
18/02/2020,Mall A,Center,1404,94816,63472,47243,50648
18/02/2020,Mall B,North,1775,25054,36901,34790,39153
18/02/2020,Mall C,South,1305,73799,13827,27274,34207
19/02/2020,Mall A,Center,685,63118,26256,46652,58175
19/02/2020,Mall B,North,1585,26850,73282,37504,66822
19/02/2020,Mall C,South,1106,74592,79960,11914,35741
20/02/2020,Mall A,Center,1786,33455,59756,33887,21682
20/02/2020,Mall B,North,1855,32878,27277,34190,49688
20/02/2020,Mall C,South,978,27436,24082,17359,48736
21/02/2020,Mall A,Center,1471,36096,53737,31977,43523
21/02/2020,Mall B,North,1082,71602,39020,22067,41205
21/02/2020,Mall C,South,1149,119245,75179,19028,19590
22/02/2020,Mall A,Center,701,125717,40627,16152,22195
22/02/2020,Mall B,North,846,80675,71745,42129,59580
22/02/2020,Mall C,South,1782,123389,68829,42162,18549
23/02/2020,Mall A,Center,1227,148875,70162,38567,38634
23/02/2020,Mall B,North,1645,50892,51842,18870,12928
23/02/2020,Mall C,South,1201,39611,46234,14725,68685
24/02/2020,Mall A,Center,907,21565,11906,41578,50050
24/02/2020,Mall B,North,1519,135177,68362,47245,26872
24/02/2020,Mall C,South,1678,67083,57152,45585,33410
25/02/2020,Mall A,Center,801,64382,57435,33244,57279
25/02/2020,Mall B,North,1752,122018,35727,37648,67026
25/02/2020,Mall C,South,748,66241,33675,34033,38615
26/02/2020,Mall A,Center,1662,53394,64257,16643,62619
26/02/2020,Mall B,North,638,59787,13755,25563,31210
26/02/2020,Mall C,South,1537,54718,26317,21356,62488
27/02/2020,Mall A,Center,1057,20378,12329,25593,40536
27/02/2020,Mall B,North,1681,63507,77499,13178,30543
27/02/2020,Mall C,South,1555,48205,47881,15921,62192
28/02/2020,Mall A,Center,739,91606,35994,22807,65661
28/02/2020,Mall B,North,869,86333,79754,20664,26421
28/02/2020,Mall C,South,1080,86092,33792,31937,51900
29/02/2020,Mall A,Center,1855,48500,39341,41590,57547
29/02/2020,Mall B,North,1050,35002,77472,48319,20184
29/02/2020,Mall C,South,1925,79547,46536,22622,61025
01/03/2020,Mall A,Center,1838,27175,28952,32198,61062
01/03/2020,Mall B,North,582,54353,54648,18695,16663
01/03/2020,Mall C,South,1665,90364,60122,7750,59086
02/03/2020,Mall A,Center,1365,113965,76508,38857,18149
02/03/2020,Mall B,North,1554,137396,64565,21566,53000
02/03/2020,Mall C,South,1938,85495,78144,40102,11660
03/03/2020,Mall A,Center,1797,143427,68417,47474,51025
03/03/2020,Mall B,North,1562,107341,63065,26428,14604
03/03/2020,Mall C,South,844,40296,29099,6191,38990
04/03/2020,Mall A,Center,690,108121,72322,36344,37160
04/03/2020,Mall B,North,1412,91263,77250,27545,53427
04/03/2020,Mall C,South,957,21213,47828,33802,26167
05/03/2020,Mall A,Center,1496,92836,48794,48437,10276
05/03/2020,Mall B,North,660,100231,36267,36183,14227
05/03/2020,Mall C,South,564,83613,70635,19494,41687
06/03/2020,Mall A,Center,1653,49162,41786,7116,43929
06/03/2020,Mall B,North,667,34242,16117,7896,51315
06/03/2020,Mall C,South,1337,137480,70449,17381,15880
07/03/2020,Mall A,Center,1123,109470,79469,43116,60425
07/03/2020,Mall B,North,1929,130499,18169,48026,61294
07/03/2020,Mall C,South,1889,97128,33158,14934,62213
08/03/2020,Mall A,Center,1874,102625,67550,44394,25338
08/03/2020,Mall B,North,1939,28262,78871,20469,16595
08/03/2020,Mall C,South,552,38013,12710,29528,36354
10/03/2020,Mall A,Center,1433,102361,45493,29249,26179
10/03/2020,Mall B,North,1424,109358,77334,29434,45550
10/03/2020,Mall C,South,1685,74319,14209,7594,39622
11/03/2020,Mall A,Center,1580,73824,46592,17275,47123
11/03/2020,Mall B,North,637,60102,61591,42312,58833
11/03/2020,Mall C,South,1637,103560,64645,38183,31282
12/03/2020,Mall A,Center,520,36055,74456,34394,16795
12/03/2020,Mall B,North,1819,45151,65513,13851,47416
12/03/2020,Mall C,South,1514,125926,51632,34740,52675
13/03/2020,Mall A,Center,581,41722,62827,26389,11133
